Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
2000-05-09,11305.67,0.00,11638.98,11261.50,5
2000-05-10,11351.39,0.00,11376.44,11074.20,5
2000-05-11,11329.60,0.00,11636.40,11012.92,5
2000-05-12,11328.59,0.00,11762.52,11094.57,5
2000-05-15,11318.36,0.00,11965.86,11106.29,5
2000-05-16,11330.36,0.00,12081.68,11326.83,5
2000-05-17,11310.75,0.00,11955.56,11263.08,5
2000-05-18,11326.49,0.00,11808.85,11223.02,5
2000-05-19,11325.03,0.00,11623.53,11010.22,5
2000-05-22,11298.59,0.00,11536.03,10888.26,5
2000-05-23,11314.68,0.00,11366.15,10793.25,5
2000-05-24,11340.00,0.00,11551.47,10554.91,5
2000-05-25,11333.42,0.00,11353.28,10679.26,5
2000-05-26,11329.99,0.00,11366.15,10540.50,5
2000-05-30,11308.54,0.00,11736.78,10537.04,5
2000-05-31,11314.67,0.00,11762.52,10703.55,5
2000-06-01,11372.34,0.00,11968.43,10824.61,5
2000-06-02,11403.01,0.00,12176.91,11138.67,5
2000-06-05,11410.28,0.00,12117.72,11209.08,5
2000-06-06,11387.64,0.00,12063.66,11203.13,5
2000-06-07,11386.17,0.00,12147.32,11174.77,5
2000-06-08,11393.57,0.00,12099.70,11192.17,5
2000-06-09,11428.48,0.00,12073.96,11091.40,5
2000-06-12,11457.59,0.00,11932.40,11114.82,5
2000-06-13,11493.45,0.00,12156.32,10928.18,5
2000-06-14,11501.17,0.00,12176.91,11087.68,5
2000-06-15,11493.61,0.00,12202.65,11138.77,5
2000-06-16,11479.45,0.00,12102.39,11206.95,5
2000-06-19,11478.53,0.00,12257.19,11174.16,5
2000-06-20,11504.46,0.00,12213.33,11335.75,5
2000-06-21,11541.73,0.00,12208.17,11295.06,5
2000-06-22,11544.17,0.00,12022.41,11352.24,5
2000-06-23,11560.00,0.00,11919.21,11209.00,5
2000-06-26,11575.84,0.00,12072.72,11129.01,5
2000-06-27,11603.03,0.00,11983.71,11318.29,5
2000-06-28,11595.14,0.00,12017.25,11339.73,5
2000-06-29,11567.19,0.00,11903.74,11446.97,5
2000-06-30,11569.49,0.00,11994.03,11379.05,5
2000-07-03,11576.44,0.00,12159.14,11317.52,5
2000-07-05,11571.34,0.00,11939.85,11435.93,5
2000-07-06,11576.26,0.00,12032.73,11337.14,5
2000-07-07,11589.36,0.00,12226.22,11424.90,5
2000-07-10,11604.25,0.00,12205.58,11519.11,5
2000-07-11,11591.61,0.00,12231.38,11580.52,5
2000-07-12,11603.97,0.00,12311.36,11712.59,5
2000-07-13,11628.94,0.00,12365.54,11771.42,5
2000-07-14,11619.16,0.00,12486.79,11770.67,5
2000-07-17,11595.05,0.00,12466.15,11772.28,5
2000-07-18,11587.08,0.00,12364.25,11775.63,5
2000-07-19,11618.80,0.00,12264.92,11765.32,5
2000-07-20,11610.18,0.00,12435.19,11701.60,5
2000-07-21,11632.34,0.00,12192.68,11769.54,5
2000-07-24,11622.26,0.00,12123.02,11646.61,5
2000-07-25,11612.18,0.00,12161.72,11594.01,5
2000-07-26,11593.92,0.00,12043.05,11572.73,5
2000-07-27,11568.79,0.00,12001.77,11614.27,5
2000-07-28,11604.22,0.00,11730.88,11542.41,5
2000-07-31,11606.56,0.00,11805.70,11430.55,5
